,airline,date_of_journey,source,destination,duration,total_stops,price,journey_month,journey_day,journey_day_name,dep_hour,dep_range
3281,IndiGo,2019-05-21,Mumbai,Hyderabad,61,0,3175,5,21,4_Tuesday,16,3_Afternoon
3282,IndiGo,2019-03-27,Delhi,Cochin,305,1,4832,3,27,5_Wednesday,7,2_Morning
3283,Multiple carriers,2019-06-01,Delhi,Cochin,549,1,13377,6,1,1_Saturday,16,3_Afternoon
3284,Jet Airways,2019-06-24,Delhi,Cochin,488,1,10262,6,24,3_Monday,19,4_Evening
3285,Jet Airways,2019-06-01,Delhi,Cochin,1098,1,10262,6,1,1_Saturday,18,4_Evening
3286,Air India,2019-05-18,Delhi,Cochin,1159,2,8603,5,18,1_Saturday,12,3_Afternoon
3287,Jet Airways,2019-06-06,Kolkata,Banglore,1342,1,8586,6,6,6_Thursday,6,2_Morning
3288,Vistara,2019-05-21,Kolkata,Banglore,732,1,8452,5,21,4_Tuesday,20,4_Evening
3289,Jet Airways,2019-03-24,Kolkata,Banglore,1403,1,14231,3,24,2_Sunday,18,4_Evening
3290,Jet Airways,2019-05-21,Delhi,Cochin,11,1,16289,5,21,4_Tuesday,8,2_Morning
3291,SpiceJet,2019-03-03,Banglore,New Delhi,122,0,6860,3,3,2_Sunday,9,2_Morning
3292,Multiple carriers,2019-06-09,Delhi,Cochin,915,1,9646,6,9,2_Sunday,7,2_Morning
3293,Air India,2019-05-27,Chennai,Kolkata,122,0,4667,5,27,3_Monday,11,2_Morning
3294,IndiGo,2019-04-21,Kolkata,Banglore,122,0,4804,4,21,2_Sunday,15,3_Afternoon
3295,IndiGo,2019-03-09,Banglore,New Delhi,122,0,4545,3,9,1_Saturday,1,1_Early Morning
3296,Jet Airways,2019-03-01,Banglore,New Delhi,1281,1,25735,3,1,7_Friday,22,4_Evening
3297,Jet Airways,2019-03-21,Delhi,Cochin,1342,2,12647,3,21,6_Thursday,5,1_Early Morning
3298,Jet Airways,2019-05-01,Kolkata,Banglore,1098,1,8586,5,1,5_Wednesday,14,3_Afternoon
3299,IndiGo,2019-06-09,Chennai,Kolkata,122,0,5277,6,9,2_Sunday,22,4_Evening
3300,IndiGo,2019-03-27,Delhi,Cochin,854,1,6206,3,27,5_Wednesday,11,2_Morning
3301,Air Asia,2019-04-12,Banglore,Delhi,122,0,4483,4,12,7_Friday,11,2_Morning
3302,Vistara,2019-05-24,Kolkata,Banglore,1525,1,9870,5,24,7_Friday,17,3_Afternoon
3303,SpiceJet,2019-06-27,Kolkata,Banglore,122,0,3841,6,27,6_Thursday,17,3_Afternoon
3304,SpiceJet,2019-03-27,Kolkata,Banglore,122,0,3815,3,27,5_Wednesday,9,2_Morning
3305,IndiGo,2019-03-24,Banglore,New Delhi,122,0,6860,3,24,2_Sunday,23,4_Evening
3306,Jet Airways,2019-05-01,Kolkata,Banglore,854,1,12121,5,1,5_Wednesday,20,4_Evening
3307,Jet Airways,2019-03-27,Delhi,Cochin,488,1,5963,3,27,5_Wednesday,9,2_Morning
3308,SpiceJet,2019-06-06,Banglore,Delhi,122,0,3625,6,6,6_Thursday,5,1_Early Morning
3309,SpiceJet,2019-06-15,Kolkata,Banglore,122,0,3841,6,15,1_Saturday,9,2_Morning
3310,IndiGo,2019-06-12,Banglore,Delhi,122,0,4823,6,12,5_Wednesday,20,4_Evening
3311,Multiple carriers,2019-06-12,Delhi,Cochin,366,1,9646,6,12,5_Wednesday,9,2_Morning
3312,Jet Airways,2019-05-27,Delhi,Cochin,610,1,10152,5,27,3_Monday,2,1_Early Morning
3313,IndiGo,2019-06-03,Delhi,Cochin,915,1,7514,6,3,3_Monday,6,2_Morning
3314,Jet Airways,2019-03-06,Banglore,New Delhi,671,1,16736,3,6,5_Wednesday,7,2_Morning
3315,Jet Airways,2019-05-06,Kolkata,Banglore,915,1,13584,5,6,3_Monday,18,4_Evening
3316,Air India,2019-05-21,Kolkata,Banglore,1403,2,11222,5,21,4_Tuesday,8,2_Morning
3317,IndiGo,2019-05-01,Chennai,Kolkata,122,0,3850,5,1,5_Wednesday,7,2_Morning
3318,Vistara,2019-03-24,Banglore,New Delhi,122,0,7608,3,24,2_Sunday,12,3_Afternoon
3319,Jet Airways,2019-05-12,Kolkata,Banglore,1220,1,10844,5,12,2_Sunday,20,4_Evening
3320,Multiple carriers,2019-06-09,Delhi,Cochin,488,1,7408,6,9,2_Sunday,17,3_Afternoon
3321,Vistara,2019-05-18,Chennai,Kolkata,122,0,3687,5,18,1_Saturday,7,2_Morning
3322,SpiceJet,2019-03-03,Delhi,Cochin,366,1,11726,3,3,2_Sunday,16,3_Afternoon
3323,Jet Airways,2019-05-06,Kolkata,Banglore,1586,1,9663,5,6,3_Monday,6,2_Morning
3324,Air India,2019-03-24,Kolkata,Banglore,1830,2,12829,3,24,2_Sunday,7,2_Morning
3325,IndiGo,2019-06-27,Delhi,Cochin,5,1,6069,6,27,6_Thursday,16,3_Afternoon
3326,Jet Airways,2019-06-12,Kolkata,Banglore,1647,1,8529,6,12,5_Wednesday,16,3_Afternoon
3327,Vistara,2019-05-09,Kolkata,Banglore,366,1,8085,5,9,6_Thursday,17,3_Afternoon
3328,Vistara,2019-05-15,Banglore,Delhi,122,0,4878,5,15,5_Wednesday,19,4_Evening
3329,IndiGo,2019-04-03,Banglore,Delhi,122,0,4077,4,3,5_Wednesday,13,3_Afternoon
3330,IndiGo,2019-05-09,Kolkata,Banglore,305,1,7605,5,9,6_Thursday,21,4_Evening
3331,Jet Airways,2019-06-15,Delhi,Cochin,1342,2,13014,6,15,1_Saturday,5,1_Early Morning
3332,IndiGo,2019-03-03,Delhi,Cochin,854,1,11600,3,3,2_Sunday,7,2_Morning
3333,Jet Airways,2019-05-12,Kolkata,Banglore,976,1,14151,5,12,2_Sunday,17,3_Afternoon
3334,Air India,2019-06-24,Delhi,Cochin,1098,2,12497,6,24,3_Monday,13,3_Afternoon
3335,Jet Airways,2019-03-06,Delhi,Cochin,976,1,17024,3,6,5_Wednesday,2,1_Early Morning
3336,SpiceJet,2019-03-09,Chennai,Kolkata,122,0,6300,3,9,1_Saturday,9,2_Morning
3337,Multiple carriers,2019-03-06,Delhi,Cochin,427,1,15147,3,6,5_Wednesday,17,3_Afternoon
3338,Multiple carriers,2019-06-01,Delhi,Cochin,732,1,6795,6,1,1_Saturday,12,3_Afternoon
3339,IndiGo,2019-03-03,Mumbai,Hyderabad,61,0,5755,3,3,2_Sunday,19,4_Evening
3340,Air India,2019-05-12,Kolkata,Banglore,1159,1,10203,5,12,2_Sunday,20,4_Evening
3341,Jet Airways,2019-06-06,Delhi,Cochin,976,1,14714,6,6,6_Thursday,11,2_Morning
3342,IndiGo,2019-03-18,Banglore,New Delhi,122,0,4545,3,18,3_Monday,22,4_Evening
3343,Jet Airways,2019-05-15,Kolkata,Banglore,854,1,14781,5,15,5_Wednesday,6,2_Morning
3344,Air India,2019-03-12,Banglore,New Delhi,1647,2,11602,3,12,4_Tuesday,7,2_Morning
3345,IndiGo,2019-05-06,Mumbai,Hyderabad,61,0,4049,5,6,3_Monday,6,2_Morning
3346,Jet Airways,2019-06-09,Kolkata,Banglore,732,1,14571,6,9,2_Sunday,8,2_Morning
3347,Air India,2019-06-09,Banglore,Delhi,122,0,6961,6,9,2_Sunday,6,2_Morning
3348,SpiceJet,2019-05-15,Kolkata,Banglore,488,1,6381,5,15,5_Wednesday,8,2_Morning
3349,SpiceJet,2019-04-01,Kolkata,Banglore,122,0,3841,4,1,3_Monday,6,2_Morning
3350,Jet Airways,2019-03-21,Delhi,Cochin,1342,2,11538,3,21,6_Thursday,6,2_Morning
3351,Vistara,2019-05-06,Kolkata,Banglore,24,1,8610,5,6,3_Monday,20,4_Evening
3352,Multiple carriers,2019-06-01,Delhi,Cochin,14,1,7408,6,1,1_Saturday,7,2_Morning
3353,Jet Airways,2019-06-27,Delhi,Cochin,976,1,10262,6,27,6_Thursday,19,4_Evening
3354,Air India,2019-05-06,Kolkata,Banglore,1647,2,10991,5,6,3_Monday,5,1_Early Morning
3355,Multiple carriers,2019-06-09,Delhi,Cochin,427,1,13587,6,9,2_Sunday,18,4_Evening
3356,Air India,2019-05-15,Delhi,Cochin,1220,1,7480,5,15,5_Wednesday,12,3_Afternoon
3357,IndiGo,2019-03-09,Banglore,New Delhi,5,1,6351,3,9,1_Saturday,17,3_Afternoon
3358,Multiple carriers,2019-05-27,Delhi,Cochin,7,1,7153,5,27,3_Monday,14,3_Afternoon
3359,Air Asia,2019-05-06,Kolkata,Banglore,122,0,4409,5,6,3_Monday,19,4_Evening
3360,IndiGo,2019-05-15,Kolkata,Banglore,305,1,7228,5,15,5_Wednesday,21,4_Evening
3361,Multiple carriers,2019-03-27,Delhi,Cochin,610,1,11667,3,27,5_Wednesday,8,2_Morning
3362,SpiceJet,2019-06-12,Kolkata,Banglore,305,1,4649,6,12,5_Wednesday,15,3_Afternoon
3363,Air India,2019-05-09,Kolkata,Banglore,1220,2,12592,5,9,6_Thursday,16,3_Afternoon
3364,Multiple carriers,2019-06-12,Delhi,Cochin,488,1,11789,6,12,5_Wednesday,10,2_Morning
3365,Air India,2019-06-01,Chennai,Kolkata,122,0,4667,6,1,1_Saturday,11,2_Morning
3366,Air Asia,2019-05-21,Kolkata,Banglore,12,1,9719,5,21,4_Tuesday,22,4_Evening
3367,Air India,2019-03-27,Delhi,Cochin,366,1,6902,3,27,5_Wednesday,13,3_Afternoon
3368,Jet Airways,2019-05-21,Kolkata,Banglore,488,1,14781,5,21,4_Tuesday,20,4_Evening
3369,Jet Airways,2019-05-18,Kolkata,Banglore,854,1,10844,5,18,1_Saturday,8,2_Morning
3370,Air India,2019-03-24,Kolkata,Banglore,1952,2,11522,3,24,2_Sunday,5,1_Early Morning
3371,Air India,2019-04-21,Banglore,Delhi,122,0,6121,4,21,2_Sunday,13,3_Afternoon
3372,Vistara,2019-06-06,Kolkata,Banglore,366,1,8610,6,6,6_Thursday,17,3_Afternoon
3373,Air Asia,2019-03-24,Kolkata,Banglore,122,0,5620,3,24,2_Sunday,22,4_Evening
3374,IndiGo,2019-05-27,Kolkata,Banglore,122,0,4804,5,27,3_Monday,15,3_Afternoon
3375,Multiple carriers,2019-05-27,Delhi,Cochin,610,1,7005,5,27,3_Monday,10,2_Morning
3376,Jet Airways,2019-05-01,Delhi,Cochin,1159,2,15129,5,1,5_Wednesday,23,4_Evening
3377,Jet Airways,2019-05-24,Kolkata,Banglore,488,1,8586,5,24,7_Friday,20,4_Evening
3378,Multiple carriers,2019-05-18,Delhi,Cochin,11,1,10197,5,18,1_Saturday,8,2_Morning
3379,Multiple carriers,2019-03-27,Delhi,Cochin,610,1,10667,3,27,5_Wednesday,9,2_Morning
3380,IndiGo,2019-06-12,Kolkata,Banglore,244,1,11160,6,12,5_Wednesday,9,2_Morning
3381,Air India,2019-05-27,Delhi,Cochin,1830,2,12488,5,27,3_Monday,12,3_Afternoon
3382,Jet Airways,2019-05-18,Kolkata,Banglore,671,1,10844,5,18,1_Saturday,8,2_Morning
3383,Air India,2019-06-03,Delhi,Cochin,1586,2,9968,6,3,3_Monday,16,3_Afternoon
3384,Jet Airways,2019-05-18,Banglore,Delhi,183,0,5198,5,18,1_Saturday,18,4_Evening
3385,Jet Airways,2019-05-01,Kolkata,Banglore,854,1,8586,5,1,5_Wednesday,14,3_Afternoon
3386,IndiGo,2019-05-18,Chennai,Kolkata,122,0,4332,5,18,1_Saturday,11,2_Morning
3387,IndiGo,2019-05-06,Kolkata,Banglore,244,1,5069,5,6,3_Monday,8,2_Morning
3388,Jet Airways,2019-05-06,Banglore,Delhi,3,0,4544,5,6,3_Monday,8,2_Morning
3389,Multiple carriers,2019-03-03,Delhi,Cochin,671,1,14973,3,3,2_Sunday,4,1_Early Morning
3390,Air India,2019-03-12,Banglore,New Delhi,2135,3,13387,3,12,4_Tuesday,6,2_Morning
3391,SpiceJet,2019-06-09,Banglore,Delhi,122,0,3625,6,9,2_Sunday,5,1_Early Morning
3392,Jet Airways,2019-05-24,Kolkata,Banglore,1708,1,10703,5,24,7_Friday,9,2_Morning
3393,IndiGo,2019-03-24,Kolkata,Banglore,122,0,7615,3,24,2_Sunday,15,3_Afternoon
3394,IndiGo,2019-05-27,Banglore,Delhi,122,0,4823,5,27,3_Monday,18,4_Evening
3395,Jet Airways,2019-03-06,Banglore,New Delhi,1037,1,16736,3,6,5_Wednesday,11,2_Morning
3396,Jet Airways,2019-05-09,Kolkata,Banglore,854,1,9663,5,9,6_Thursday,21,4_Evening
3397,Multiple carriers,2019-05-18,Delhi,Cochin,610,1,9205,5,18,1_Saturday,8,2_Morning
3398,Jet Airways,2019-05-09,Delhi,Cochin,305,1,15554,5,9,6_Thursday,22,4_Evening
3399,Air India,2019-06-15,Kolkata,Banglore,122,0,5510,6,15,1_Saturday,14,3_Afternoon
3400,Multiple carriers,2019-05-09,Delhi,Cochin,488,1,8266,5,9,6_Thursday,10,2_Morning
3401,IndiGo,2019-05-27,Mumbai,Hyderabad,61,0,3175,5,27,3_Monday,16,3_Afternoon
3402,SpiceJet,2019-05-09,Delhi,Cochin,244,1,4760,5,9,6_Thursday,8,2_Morning
3403,Multiple carriers,2019-05-27,Delhi,Cochin,732,1,7740,5,27,3_Monday,8,2_Morning
3404,Jet Airways,2019-05-15,Kolkata,Banglore,549,1,13941,5,15,5_Wednesday,14,3_Afternoon
3405,Air Asia,2019-06-06,Delhi,Cochin,854,1,11410,6,6,6_Thursday,16,3_Afternoon
3406,Jet Airways,2019-04-01,Kolkata,Banglore,1647,1,12681,4,1,3_Monday,16,3_Afternoon
3407,Jet Airways,2019-05-06,Delhi,Cochin,1586,2,15129,5,6,3_Monday,9,2_Morning
3408,Jet Airways,2019-06-12,Delhi,Cochin,793,2,10368,6,12,5_Wednesday,5,1_Early Morning
3409,Air India,2019-05-21,Kolkata,Banglore,732,2,12324,5,21,4_Tuesday,8,2_Morning
3410,SpiceJet,2019-04-15,Kolkata,Banglore,122,0,3841,4,15,3_Monday,17,3_Afternoon
3411,Jet Airways,2019-06-24,Delhi,Cochin,1342,2,13014,6,24,3_Monday,5,1_Early Morning
3412,IndiGo,2019-06-27,Delhi,Cochin,915,1,6442,6,27,6_Thursday,6,2_Morning
3413,Jet Airways,2019-05-18,Delhi,Cochin,5,1,12373,5,18,1_Saturday,14,3_Afternoon
3414,Jet Airways,2019-03-12,Banglore,New Delhi,854,1,13817,3,12,4_Tuesday,8,2_Morning
3415,IndiGo,2019-06-24,Banglore,Delhi,122,0,4823,6,24,3_Monday,18,4_Evening
3416,Jet Airways,2019-03-27,Delhi,Cochin,1403,2,9412,3,27,5_Wednesday,5,1_Early Morning
3417,Air India,2019-05-27,Delhi,Cochin,1281,2,10231,5,27,3_Monday,22,4_Evening
3418,Jet Airways,2019-04-09,Banglore,Delhi,122,0,7229,4,9,4_Tuesday,15,3_Afternoon
3419,SpiceJet,2019-03-24,Banglore,New Delhi,122,0,4273,3,24,2_Sunday,9,2_Morning
3420,Jet Airways,2019-05-18,Kolkata,Banglore,1525,1,10844,5,18,1_Saturday,18,4_Evening
3421,IndiGo,2019-05-27,Delhi,Cochin,305,1,7164,5,27,3_Monday,2,1_Early Morning
3422,Jet Airways,2019-06-27,Banglore,Delhi,3,0,6478,6,27,6_Thursday,7,2_Morning
3423,Jet Airways,2019-05-12,Banglore,Delhi,3,0,5198,5,12,2_Sunday,7,2_Morning
3424,SpiceJet,2019-04-27,Banglore,Delhi,122,0,4319,4,27,1_Saturday,5,1_Early Morning
3425,Jet Airways,2019-06-27,Delhi,Cochin,1037,1,10262,6,27,6_Thursday,19,4_Evening
3426,Vistara,2019-05-18,Delhi,Cochin,183,0,6741,5,18,1_Saturday,14,3_Afternoon
3427,Jet Airways,2019-06-06,Kolkata,Banglore,488,1,14571,6,6,6_Thursday,14,3_Afternoon
3428,Air India,2019-03-01,Banglore,New Delhi,732,1,26092,3,1,7_Friday,11,2_Morning
3429,Air India,2019-06-27,Delhi,Cochin,488,2,11753,6,27,6_Thursday,10,2_Morning
3430,Jet Airways,2019-03-21,Banglore,New Delhi,15,1,7832,3,21,6_Thursday,8,2_Morning
3431,Vistara,2019-05-01,Kolkata,Banglore,793,1,8610,5,1,5_Wednesday,7,2_Morning
3432,Jet Airways,2019-06-12,Kolkata,Banglore,488,1,13626,6,12,5_Wednesday,14,3_Afternoon
3433,Jet Airways,2019-06-09,Delhi,Cochin,1586,2,10368,6,9,2_Sunday,9,2_Morning
3434,Jet Airways,2019-06-06,Kolkata,Banglore,25,1,12692,6,6,6_Thursday,17,3_Afternoon
3435,IndiGo,2019-03-01,Banglore,New Delhi,122,0,10067,3,1,7_Friday,10,2_Morning
3436,GoAir,2019-06-03,Delhi,Cochin,9,1,4959,6,3,3_Monday,10,2_Morning
3437,Air India,2019-03-01,Banglore,New Delhi,1586,2,19372,3,1,7_Friday,8,2_Morning
3438,Air India,2019-05-18,Mumbai,Hyderabad,61,0,3100,5,18,1_Saturday,6,2_Morning
3439,Multiple carriers,2019-05-15,Delhi,Cochin,793,1,8405,5,15,5_Wednesday,7,2_Morning
3440,Multiple carriers,2019-05-27,Delhi,Cochin,549,1,6943,5,27,3_Monday,11,2_Morning
3441,SpiceJet,2019-04-27,Kolkata,Banglore,122,0,3841,4,27,1_Saturday,17,3_Afternoon
3442,Vistara,2019-05-01,Kolkata,Banglore,1037,1,9187,5,1,5_Wednesday,17,3_Afternoon
3443,Jet Airways,2019-05-12,Kolkata,Banglore,671,1,13941,5,12,2_Sunday,8,2_Morning
3444,Jet Airways,2019-03-21,Delhi,Cochin,1403,2,8938,3,21,6_Thursday,19,4_Evening
3445,SpiceJet,2019-05-18,Banglore,Delhi,122,0,4319,5,18,1_Saturday,9,2_Morning
3446,SpiceJet,2019-04-01,Banglore,Delhi,122,0,3573,4,1,3_Monday,21,4_Evening
3447,SpiceJet,2019-05-03,Kolkata,Banglore,122,0,3841,5,3,7_Friday,9,2_Morning
3448,Jet Airways,2019-06-27,Delhi,Cochin,183,0,7202,6,27,6_Thursday,11,2_Morning
3449,Vistara,2019-06-09,Kolkata,Banglore,305,1,9187,6,9,2_Sunday,17,3_Afternoon
3450,GoAir,2019-06-03,Delhi,Cochin,366,1,6976,6,3,3_Monday,7,2_Morning
3451,Jet Airways,2019-05-21,Delhi,Cochin,1098,1,12898,5,21,4_Tuesday,18,4_Evening
3452,Jet Airways,2019-05-27,Delhi,Cochin,1586,1,12898,5,27,3_Monday,2,1_Early Morning
3453,Jet Airways,2019-06-15,Delhi,Cochin,1281,2,10588,6,15,1_Saturday,21,4_Evening
3454,Air India,2019-06-24,Delhi,Cochin,1281,2,9181,6,24,3_Monday,22,4_Evening
3455,Jet Airways,2019-03-03,Banglore,New Delhi,1403,1,11087,3,3,2_Sunday,5,1_Early Morning
3456,Jet Airways,2019-06-27,Delhi,Cochin,305,1,10262,6,27,6_Thursday,7,2_Morning
3457,Jet Airways,2019-04-06,Delhi,Cochin,183,0,4886,4,6,1_Saturday,11,2_Morning
3458,IndiGo,2019-03-21,Delhi,Cochin,305,1,8470,3,21,6_Thursday,2,1_Early Morning
3459,Air India,2019-05-21,Kolkata,Banglore,793,3,14960,5,21,4_Tuesday,9,2_Morning
3460,SpiceJet,2019-05-09,Kolkata,Banglore,122,0,3873,5,9,6_Thursday,6,2_Morning
3461,Air India,2019-03-09,Delhi,Cochin,1586,2,11911,3,9,1_Saturday,16,3_Afternoon
3462,Air India,2019-06-15,Delhi,Cochin,793,1,8907,6,15,1_Saturday,9,2_Morning
3463,SpiceJet,2019-05-09,Chennai,Kolkata,122,0,3859,5,9,6_Thursday,8,2_Morning
3464,Air Asia,2019-06-24,Kolkata,Banglore,122,0,3807,6,24,3_Monday,22,4_Evening
3465,Air Asia,2019-03-06,Kolkata,Banglore,122,0,4384,3,6,5_Wednesday,10,2_Morning
3466,Multiple carriers,2019-06-03,Delhi,Cochin,427,1,11622,6,3,3_Monday,4,1_Early Morning
3467,Vistara,2019-03-24,Banglore,New Delhi,122,0,4563,3,24,2_Sunday,19,4_Evening
3468,Air India,2019-04-24,Kolkata,Banglore,122,0,4145,4,24,5_Wednesday,20,4_Evening
3469,Jet Airways,2019-03-24,Kolkata,Banglore,1403,1,10031,3,24,2_Sunday,21,4_Evening
3470,Air India,2019-03-01,Banglore,New Delhi,366,1,11628,3,1,7_Friday,17,3_Afternoon
3471,Jet Airways,2019-06-15,Delhi,Cochin,305,1,10262,6,15,1_Saturday,7,2_Morning
3472,Vistara,2019-04-27,Delhi,Cochin,183,0,6216,4,27,1_Saturday,6,2_Morning
3473,Multiple carriers,2019-05-15,Delhi,Cochin,793,3,16294,5,15,5_Wednesday,11,2_Morning
3474,IndiGo,2019-06-03,Banglore,Delhi,122,0,3943,6,3,3_Monday,4,1_Early Morning
3475,Multiple carriers,2019-05-27,Delhi,Cochin,427,1,7038,5,27,3_Monday,14,3_Afternoon
3476,SpiceJet,2019-03-09,Banglore,New Delhi,427,1,7294,3,9,1_Saturday,10,2_Morning
3477,SpiceJet,2019-04-06,Kolkata,Banglore,122,0,3873,4,6,1_Saturday,9,2_Morning
3478,Air India,2019-06-18,Mumbai,Hyderabad,61,0,3100,6,18,4_Tuesday,13,3_Afternoon
3479,Multiple carriers,2019-05-27,Delhi,Cochin,9,1,12507,5,27,3_Monday,10,2_Morning
3480,Air Asia,2019-05-21,Delhi,Cochin,854,1,6152,5,21,4_Tuesday,7,2_Morning
3481,Air India,2019-04-01,Kolkata,Banglore,671,1,8030,4,1,3_Monday,9,2_Morning
3482,Jet Airways,2019-06-18,Banglore,Delhi,3,0,5769,6,18,4_Tuesday,8,2_Morning
3483,IndiGo,2019-06-06,Kolkata,Banglore,122,0,4804,6,6,6_Thursday,17,3_Afternoon
3484,Air India,2019-05-18,Delhi,Cochin,1403,1,8372,5,18,1_Saturday,9,2_Morning
3485,Jet Airways,2019-03-15,Banglore,New Delhi,244,1,8578,3,15,7_Friday,9,2_Morning
3486,Air India,2019-05-18,Delhi,Cochin,1281,2,11228,5,18,1_Saturday,22,4_Evening
3487,Air India,2019-05-01,Kolkata,Banglore,1403,2,13227,5,1,5_Wednesday,9,2_Morning
3488,IndiGo,2019-03-15,Banglore,New Delhi,122,0,8855,3,15,7_Friday,20,4_Evening
3489,Multiple carriers,2019-06-12,Delhi,Cochin,488,1,12192,6,12,5_Wednesday,3,1_Early Morning
3490,Jet Airways,2019-06-27,Delhi,Cochin,1159,2,12819,6,27,6_Thursday,23,4_Evening
3491,IndiGo,2019-06-27,Banglore,Delhi,122,0,3943,6,27,6_Thursday,6,2_Morning
3492,Multiple carriers,2019-03-09,Delhi,Cochin,732,1,18260,3,9,1_Saturday,0,1_Early Morning
3493,Air India,2019-04-18,Banglore,Delhi,122,0,5228,4,18,6_Thursday,6,2_Morning
3494,Jet Airways,2019-06-12,Delhi,Cochin,976,2,14300,6,12,5_Wednesday,12,3_Afternoon
3495,Air India,2019-05-01,Kolkata,Banglore,1830,2,10151,5,1,5_Wednesday,12,3_Afternoon
3496,IndiGo,2019-05-06,Kolkata,Banglore,244,1,5699,5,6,3_Monday,17,3_Afternoon
3497,Vistara,2019-05-21,Kolkata,Banglore,1647,1,9187,5,21,4_Tuesday,7,2_Morning
3498,Vistara,2019-06-06,Kolkata,Banglore,732,1,8452,6,6,6_Thursday,20,4_Evening
3499,Multiple carriers,2019-03-21,Delhi,Cochin,671,1,13961,3,21,6_Thursday,2,1_Early Morning
3500,Jet Airways,2019-06-24,Banglore,Delhi,3,0,5769,6,24,3_Monday,7,2_Morning
3501,Multiple carriers,2019-06-24,Delhi,Cochin,671,1,10877,6,24,3_Monday,7,2_Morning
3502,IndiGo,2019-04-09,Banglore,Delhi,122,0,4591,4,9,4_Tuesday,23,4_Evening
3503,Air India,2019-05-06,Kolkata,Banglore,20,2,17732,5,6,3_Monday,9,2_Morning
3504,Jet Airways,2019-05-09,Delhi,Cochin,610,1,12373,5,9,6_Thursday,18,4_Evening
3505,Air Asia,2019-06-27,Kolkata,Banglore,122,0,3807,6,27,6_Thursday,19,4_Evening
3506,Vistara,2019-06-09,Kolkata,Banglore,793,1,9555,6,9,2_Sunday,7,2_Morning
3507,Air Asia,2019-06-06,Banglore,Delhi,122,0,4483,6,6,6_Thursday,11,2_Morning
3508,Jet Airways,2019-05-12,Kolkata,Banglore,366,1,14781,5,12,2_Sunday,14,3_Afternoon
3509,Jet Airways,2019-05-18,Delhi,Cochin,1403,1,12373,5,18,1_Saturday,19,4_Evening
3510,IndiGo,2019-05-21,Delhi,Cochin,305,1,5530,5,21,4_Tuesday,6,2_Morning
3511,IndiGo,2019-05-18,Delhi,Cochin,732,1,7081,5,18,1_Saturday,8,2_Morning
3512,Jet Airways,2019-06-15,Delhi,Cochin,1647,1,10262,6,15,1_Saturday,9,2_Morning
3513,Multiple carriers,2019-05-27,Delhi,Cochin,427,1,9316,5,27,3_Monday,11,2_Morning
3514,Jet Airways,2019-05-09,Kolkata,Banglore,671,1,10844,5,9,6_Thursday,6,2_Morning
3515,IndiGo,2019-05-01,Delhi,Cochin,793,1,8542,5,1,5_Wednesday,7,2_Morning
3516,IndiGo,2019-04-15,Banglore,Delhi,3,0,4823,4,15,3_Monday,16,3_Afternoon
3517,Air India,2019-03-06,Delhi,Cochin,1647,1,12940,3,6,5_Wednesday,4,1_Early Morning
3518,Jet Airways,2019-06-06,Kolkata,Banglore,427,1,13374,6,6,6_Thursday,21,4_Evening
3519,Multiple carriers,2019-03-21,Delhi,Cochin,549,1,13062,3,21,6_Thursday,11,2_Morning
3520,Jet Airways,2019-06-21,Banglore,Delhi,183,0,8541,6,21,7_Friday,18,4_Evening
3521,Jet Airways,2019-03-24,Kolkata,Banglore,1220,1,11134,3,24,2_Sunday,13,3_Afternoon
3522,Jet Airways,2019-03-21,Banglore,New Delhi,610,1,7832,3,21,6_Thursday,8,2_Morning
3523,Multiple carriers,2019-05-09,Delhi,Cochin,549,1,8888,5,9,6_Thursday,13,3_Afternoon
3524,Jet Airways,2019-05-12,Kolkata,Banglore,854,1,9663,5,12,2_Sunday,18,4_Evening
3525,Multiple carriers,2019-03-06,Delhi,Cochin,488,1,17267,3,6,5_Wednesday,7,2_Morning
3526,Jet Airways,2019-03-21,Banglore,New Delhi,854,1,7832,3,21,6_Thursday,20,4_Evening
3527,Vistara,2019-03-18,Banglore,New Delhi,122,0,12123,3,18,3_Monday,19,4_Evening
3528,Multiple carriers,2019-05-15,Delhi,Cochin,488,1,8073,5,15,5_Wednesday,17,3_Afternoon
3529,SpiceJet,2019-04-12,Banglore,Delhi,122,0,4991,4,12,7_Friday,9,2_Morning
3530,GoAir,2019-06-12,Banglore,Delhi,122,0,3419,6,12,5_Wednesday,20,4_Evening
3531,Jet Airways,2019-06-27,Delhi,Cochin,1403,1,10262,6,27,6_Thursday,19,4_Evening
3532,Jet Airways,2019-06-01,Delhi,Cochin,976,1,10262,6,1,1_Saturday,19,4_Evening
3533,Air Asia,2019-04-03,Kolkata,Banglore,122,0,3807,4,3,5_Wednesday,22,4_Evening
3534,IndiGo,2019-03-03,Mumbai,Hyderabad,61,0,5755,3,3,2_Sunday,12,3_Afternoon
3535,Jet Airways,2019-06-01,Delhi,Cochin,366,1,10262,6,1,1_Saturday,21,4_Evening
3536,Air India,2019-05-21,Delhi,Cochin,854,2,13039,5,21,4_Tuesday,17,3_Afternoon
3537,Jet Airways,2019-03-21,Banglore,New Delhi,732,1,7832,3,21,6_Thursday,8,2_Morning
3538,IndiGo,2019-03-09,Chennai,Kolkata,122,0,6297,3,9,1_Saturday,7,2_Morning
3539,Jet Airways,2019-06-24,Mumbai,Hyderabad,61,0,3210,6,24,3_Monday,19,4_Evening
